id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction,duration_minutes,hour,day_of_week,impact_class,month,is_weekend,is_peak_hour,is_non_corridor,event_cause_freq,corridor_freq,others_vehicle_issue,others_roadwork,others_water_issue,others_fire
FKID002134,unplanned,12.9982847,77.6722483,0.0,0.0,"MBT Road, Jyothipuram, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",,vehicle_breakdown,False,2024-03-19 00:47:14.630000+00:00,,closed,yes,2024-03-19 01:25:44.170889+00,,,engine problem sir,ksrtc_bus,FKN00GL1131,Non-corridor,Low,,,,2024-03-19 00:48:32.382757+00,,1,FKUSR00391,FKUSR00001,,,,Banaswadi,,FKKG000381,,,,FKUSR00391,2024-03-19 01:25:44.170240+00:00,,,,,,38.49233733333333,0,1,Medium,3,0,0,1,1783,882.0,0,0,0,0
FKID002136,unplanned,12.93753,77.6274494,0.0,0.0,"Domlur Inner Ring Road, Sony World Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",,vehicle_breakdown,False,2024-03-19 00:50:58.357000+00:00,,closed,yes,2024-03-19 02:22:16.411765+00,,,infront life style [location] towards sony world signal..,others,FKN00GL1133,IRR(Thanisandra road),High,,,,2024-03-19 00:54:37.279227+00,,1,FKUSR01008,FKUSR00001,,,,Adugodi,,FKKG000976,,,,FKUSR01008,2024-03-19 02:22:16.411142+00:00,,,,,,91.30090236666666,0,1,High,3,0,0,0,1783,12.0,0,0,0,0
FKID002144,unplanned,12.9723745,77.5866446,0.0,0.0,"Nrupatunga Road, Gandhi Nagar 2, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,vehicle_breakdown,False,2024-02-28 06:14:08.189000+00:00,,closed,yes,2024-02-28 06:33:46.557902+00,,,starting problm,bmtc_bus,FKN00GL1139,Non-corridor,Low,,,,2024-02-28 06:15:00.348607+00,,1,FKUSR00709,FKUSR00001,,,,Halasuru Gate,,FKKG000693,,,,FKUSR00709,2024-02-28 06:33:46.557321+00:00,,,,,,19.639472016666666,6,2,Low,2,0,0,1,1783,882.0,0,0,0,0
FKID002145,unplanned,13.1036169,77.6005732,0.0,0.0,"Bellary Road, Kogilu Cross Junction, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",,vehicle_breakdown,False,2024-03-19 02:18:17.506000+00:00,,closed,yes,2024-03-19 03:17:52.207553+00,,,,bmtc_bus,FKN00GL1140,Bellary Road 2,High,,,,2024-03-19 02:19:55.482737+00,,1,FKUSR00831,FKUSR00001,,,,Yelahanka,,FKKG000811,,,,FKUSR00831,2024-03-19 03:17:52.206693+00:00,,,,,,59.57834488333333,2,1,Medium,3,0,0,0,1783,115.0,0,0,0,0
FKID002151,unplanned,13.0292785,77.5396722,0.0,0.0,"Outer Ring Road, RNS Shriniketan, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2024-02-28 07:49:07.452000+00:00,,closed,yes,2024-02-28 08:01:30.527475+00,,,"vehicle off road, gg palya to [location], traffic normal movement",private_car,FKN00GL1145,Tumkur Road,High,,,,2024-02-28 07:50:16.98573+00,,1,FKUSR00305,FKUSR00001,,,,Yeshwanthpura,,FKKG000297,,,,FKUSR00305,2024-02-28 08:01:30.526861+00:00,,,,,,12.384581016666667,7,2,Low,2,0,1,0,1783,206.0,0,0,0,0
FKID002154,unplanned,12.8570928,77.5889739,0.0,0.0,"Bannerghatta Main Road, Anjanapura Upavalaya, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",,vehicle_breakdown,False,2024-02-28 08:49:25.616000+00:00,,closed,yes,2024-02-28 09:06:25.144744+00,,,due to vaccum down,bmtc_bus,FKN00GL1147,Bannerghata Road,High,,,,2024-02-28 08:50:44.854425+00,,1,FKUSR01012,FKUSR00001,,,,Hulimavu,,FKKG000980,,,,FKUSR01012,2024-02-28 09:06:25.144132+00:00,,,,,,16.992135533333332,8,2,Low,2,0,1,0,1783,37.0,0,0,0,0
FKID002156,unplanned,12.9875536,77.4751319,0.0,0.0,"Magadi Main Road, Dodda Gollarahatti, Bengaluru, Karnataka. Pin-560091 (India)",,vehicle_breakdown,False,2024-03-19 03:47:02.942000+00:00,,closed,yes,2024-03-19 04:00:19.016738+00,,,brek jam,private_bus,FKN00GL1149,Non-corridor,Low,,,,2024-03-19 03:48:12.84154+00,,1,FKUSR00574,FKUSR00001,,,,Kamakshipalya,,FKKG000563,,,,FKUSR00574,2024-03-19 04:00:19.016170+00:00,,,,,,13.267902833333332,3,1,Low,3,0,0,1,1783,882.0,0,0,0,0
FKID002159,unplanned,13.1340883,77.616595,0.0,0.0,"Bengaluru Bellary Road, Bharthi Nagar, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",,vehicle_breakdown,False,2024-02-28 18:34:07.765000+00:00,,closed,yes,2024-02-28 18:59:25.691693+00,,,car offroad@ in front of iaf towards airport sir,private_bus,FKN00GL1152,Bellary Road 2,High,,,,2024-02-28 18:35:31.873814+00,,1,FKUSR00182,FKUSR00001,,,,Yelahanka,,FKKG000175,,,,FKUSR00182,2024-02-28 18:59:25.691104+00:00,,,,,,25.298768399999997,18,2,Low,2,0,1,0,1783,115.0,0,0,0,0
FKID002160,unplanned,12.92118559,77.62042489,0.0,0.0,"Madiwala Market Street, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",,vehicle_breakdown,False,2024-02-28 19:59:03.246000+00:00,,closed,yes,2024-02-28 20:03:46.570961+00,,,,lcv,FKN00GL1153,Hosur Road,High,,,,2024-02-28 20:00:31.553882+00,,1,FKUSR00227,FKUSR00001,,,,Madiwala,,FKKG000219,,,,FKUSR00227,2024-02-28 20:01:19.050093+00:00,,,,,,2.2634015499999998,19,2,Low,2,0,1,0,1783,94.0,0,0,0,0
FKID002167,unplanned,13.0466837,77.5019219,0.0,0.0,"Mumbai Bengaluru Highway, The Edge, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",,vehicle_breakdown,False,2024-02-28 20:26:16.827000+00:00,,closed,yes,2024-02-28 20:52:04.453586+00,,,tt vehicle off road on [person] turn on flyover towards [location] toll traffic one side movement,others,FKN00GL1158,Non-corridor,Low,,,,2024-02-28 20:27:34.535908+00,,1,FKUSR00035,FKUSR00001,,,,Peenya,,FKKG000029,,,,FKUSR00035,2024-02-28 20:52:04.453029+00:00,,,,,,25.79376715,20,2,Low,2,0,1,1,1783,882.0,0,0,0,0
FKID002170,unplanned,12.92115128,77.62051642,0.0,0.0,"Madiwala Market Street, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",,vehicle_breakdown,False,2024-02-28 21:02:33.715000+00:00,,closed,no,2024-02-28 21:15:11.591461+00,,,mahindra pickup bolero vehicle stopped because of starting trouble sir,private_bus,FKN00GL1159,Hosur Road,High,,,,2024-02-28 21:06:38.757384+00,,1,FKUSR01016,FKUSR00001,,,,Madiwala,,FKKG000984,,,,FKUSR01016,2024-02-28 21:15:11.591032+00:00,,,,,,12.6312672,21,2,Low,2,0,0,0,1783,94.0,0,0,0,0
FKID002171,unplanned,13.0160987,77.562282,0.0,0.0,"CV Raman Road, SBD Township Sector B, BHEL Township, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",,vehicle_breakdown,False,2024-02-28 21:19:45.808000+00:00,,closed,yes,2024-02-28 21:36:25.214439+00,,,..,lcv,FKN00GL1160,Tumkur Road,High,,,,2024-02-28 21:21:04.172453+00,,1,FKUSR00620,FKUSR00001,,,,Yeshwanthpura,,FKKG000607,,,,FKUSR00620,2024-02-28 21:36:25.213730+00:00,,,,,,16.656762166666667,21,2,Low,2,0,0,0,1783,206.0,0,0,0,0
FKID002172,unplanned,13.1188317,77.577265,0.0,0.0,"Doddaballapur Main Road, NCC Urban Mayfair, Anantapura, Bengaluru, Karnataka. Pin-560064 (India)",,construction,False,2024-02-28 20:48:35.795000+00:00,,closed,yes,2024-02-29 18:40:17.050441+00,,,[location] main road [person] kirdcl  bbmp water work sir,,,Non-corridor,Low,,,,2024-02-28 20:49:40.348235+00,,1,FKUSR00105,FKUSR00001,,,,Yelahanka,,FKKG000099,,,,FKUSR00105,2024-02-29 18:40:17.049880+00:00,,,,,,1311.6875813333331,20,2,Critical,2,0,1,1,51,882.0,0,0,0,0
FKID002175,unplanned,13.0567366,77.5467281,0.0,0.0,"SM Road, Gangamma Circle, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)",,vehicle_breakdown,False,2024-03-19 04:35:13.691000+00:00,,closed,no,2024-03-19 04:41:49.329417+00,,,,lcv,FKN00GL1162,Non-corridor,Low,,,,2024-03-19 04:36:11.798162+00,,1,FKUSR00329,FKUSR00001,,,,Jalahalli,,FKKG000321,,,,FKUSR00329,2024-03-19 04:41:49.328891+00:00,,,,,,6.593964850000001,4,1,Low,3,0,0,1,1783,882.0,0,0,0,0
FKID002177,unplanned,12.9520767,77.540499,0.0,0.0,"Mysore Road, BR Pura, Bengaluru, Karnataka. Pin-560026 (India)",,vehicle_breakdown,False,2024-02-28 21:28:43.405000+00:00,,closed,no,2024-02-28 22:14:41.507711+00,,,,ksrtc_bus,FKN00GL1163,Mysore Road,High,,,,2024-02-28 21:29:26.328424+00,,1,FKUSR01018,FKUSR00001,,,,Byatarayanapura,,FKKG000986,,,,FKUSR01018,2024-02-28 22:14:41.506998+00:00,,,,,,45.96836663333333,21,2,Medium,2,0,0,0,1783,289.0,0,0,0,0
FKID002178,unplanned,12.9884265,77.6894444,0.0,0.0,"Outer Ring Road, Durga Rainbow, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",,vehicle_breakdown,False,2024-02-28 22:19:47.481000+00:00,,closed,yes,2024-02-28 23:01:59.309672+00,,,,bmtc_bus,FKN00GL1164,ORR East 2,High,,,,2024-02-28 22:20:47.289887+00,,1,FKUSR00625,FKUSR00001,,,,Mahadevapura,,FKKG000612,,,,FKUSR00625,2024-02-28 23:01:59.309068+00:00,,,,,,42.19713446666666,22,2,Medium,2,0,0,0,1783,31.0,0,0,0,0
FKID002179,unplanned,12.9939612,77.5957973,0.0,0.0,"Millers Road, Cantt Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,vehicle_breakdown,False,2024-02-28 22:30:18.714000+00:00,,closed,yes,2024-02-28 23:24:58.226692+00,,,gair liver not working properly sir.,bmtc_bus,FKN00GL1165,Non-corridor,Low,,,,2024-02-28 22:32:49.082596+00,,1,FKUSR00537,FKUSR00001,,,,High ground,,FKKG000526,,,,FKUSR00537,2024-02-28 23:24:58.226108+00:00,,,,,,54.65853513333333,22,2,Medium,2,0,0,1,1783,882.0,0,0,0,0
FKID002181,unplanned,13.0264,77.544019,0.0,0.0,"Mumbai Bengaluru Highway, Sri Vijayamaruthi Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2024-02-28 22:43:12.741000+00:00,,closed,yes,2024-02-28 23:50:50.411272+00,,,starting problem traffic no problem sir twrds mei,bmtc_bus,FKN00GL1166,Tumkur Road,High,,,,2024-02-28 22:44:16.504673+00,,1,FKUSR00133,FKUSR00001,,,,Yeshwanthpura,,FKKG000127,,,,FKUSR00133,2024-02-28 23:50:50.410634+00:00,,,,,,67.62782723333333,22,2,Medium,2,0,0,0,1783,206.0,0,0,0,0
FKID002190,unplanned,12.9999193,77.583985,0.0,0.0,"Sankey Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",,others,False,2024-03-19 05:37:53.868000+00:00,,closed,yes,2024-03-19 07:40:51.987124+00,,,"battary down, traffic movement no problem sir",,,Bellary Road 1,High,,,,2024-03-19 05:38:54.371765+00,,1,FKUSR01020,FKUSR00001,,,,Sadashivanagar,,FKKG000988,,,,FKUSR01020,2024-03-19 07:40:51.986581+00:00,,,,,,122.96864301666666,5,1,High,3,0,0,0,234,194.0,0,0,0,0
FKID002191,unplanned,12.9594917,77.6529369,0.0,0.0,"Old Airport Road, Prestige Casablanca, Rustam Bagh, Bengaluru, Karnataka. Pin-560017 (India)",,vehicle_breakdown,False,2024-03-19 05:56:07.476000+00:00,,closed,no,2024-03-19 07:49:24.050182+00,,,h13 towards k02 vehicle break down due gear not working,lcv,FKN00GL1174,Old Airport Road,High,,,,2024-03-19 05:57:32.915308+00,,1,FKUSR00309,FKUSR00001,,,,Jeevanbheemanagar,,FKKG000301,,,,FKUSR00309,2024-03-19 07:49:24.049611+00:00,,,,,,113.27622685,5,1,High,3,0,0,0,1783,31.0,0,0,0,0
FKID002195,unplanned,13.0188053,77.553156,0.0,0.0,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2024-02-28 23:36:34.931000+00:00,,closed,yes,2024-02-29 00:43:04.307726+00,,,traffic slow movement,bmtc_bus,FKN00GL1177,Tumkur Road,High,,,,2024-02-28 23:38:17.809329+00,,1,FKUSR00183,FKUSR00001,,,,Yeshwanthpura,,FKKG000176,,,,FKUSR00183,2024-02-29 00:43:04.307187+00:00,,,,,,66.48960311666666,23,2,Medium,2,0,0,0,1783,206.0,0,0,0,0
FKID002197,unplanned,12.9667558,77.5875476,0.0,0.0,"NH 275, Halsuru Gate Police Station Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",,vehicle_breakdown,False,2024-02-29 00:45:28.652000+00:00,,closed,yes,2024-02-29 02:04:37.903837+00,,,pc,others,FKN00GL1178,Mysore Road,High,,,,2024-02-29 00:47:45.815813+00,,1,FKUSR01022,FKUSR00001,,,,Halasuru Gate,,FKKG000990,,,,FKUSR01022,2024-02-29 02:04:37.903148+00:00,,,,,,79.15418580000001,0,3,Medium,2,0,0,0,1783,289.0,0,0,0,0
FKID002200,unplanned,13.1067566,77.6006731,0.0,0.0,"Bellary Road, Kendriya Vihar Apartment, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",,accident,False,2024-02-29 02:06:37.661000+00:00,,closed,no,2024-02-29 02:29:16.329863+00,,,accident at kogilu cross on flyover towards city due road accident only vehicle damge sir,,,Bellary Road 2,High,,,,2024-02-29 02:08:17.056651+00,,1,FKUSR00296,FKUSR00001,,,,Yelahanka,,FKKG000288,,,,FKUSR00296,2024-02-29 02:29:16.329244+00:00,,,,,,22.644470733333332,2,3,Low,2,0,0,0,87,115.0,0,0,0,0
FKID002201,unplanned,12.9235986,77.5803287,0.0,0.0,"4th Main Road, Shri Satya Sai Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",,vehicle_breakdown,False,2024-02-29 02:03:06.565000+00:00,,closed,yes,2024-02-29 03:38:41.430235+00,,,,private_bus,FKN00GL1180,Non-corridor,Low,,,,2024-02-29 02:05:15.806447+00,,1,FKUSR00429,FKUSR00001,,,,Jayanagara,,FKKG000418,,,,FKUSR00429,2024-02-29 03:38:41.429569+00:00,,,,,,95.58107615,2,3,High,2,0,0,1,1783,882.0,0,0,0,0
FKID002202,unplanned,13.0209014,77.5287807,0.0,0.0,"100 Feet Road, Kanteerava Studio Circle, Bengaluru, Karnataka. Pin-560096 (India)",,others,False,2024-02-29 02:19:56.118000+00:00,,closed,no,2024-02-29 02:23:32.005367+00,,,this car wheel jam here vehicle moment slow here,,,Non-corridor,Low,,,,2024-02-29 02:23:06.905584+00,,1,FKUSR01024,FKUSR01024,,,,Rajajinagar,,FKKG000992,,,,FKUSR01024,2024-02-29 02:23:32.004482+00:00,,,,,,3.5981080333333333,2,3,Low,2,0,0,1,234,882.0,0,0,0,0
FKID002205,unplanned,12.9169898,77.5968145,0.0,0.0,"East End A Main Road, Dr BR Ambedkar Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",,vehicle_breakdown,False,2024-03-19 06:46:28.085000+00:00,,closed,no,2024-03-19 07:22:15.554154+00,,,off road,private_car,FKN00GL1182,Bannerghata Road,High,,,,2024-03-19 06:47:09.780204+00,,1,FKUSR00832,FKUSR00001,,,,Jayanagara,,FKKG000812,,,,FKUSR00832,2024-03-19 07:22:15.553562+00:00,,,,,,35.7911427,6,1,Medium,3,0,0,0,1783,37.0,0,0,0,0
FKID002207,unplanned,13.021709,77.5519174,0.0,0.0,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2024-03-19 06:05:44.210000+00:00,,closed,yes,2024-03-19 07:30:12.391959+00,,,botle neck towards incoming near goverdhan vechicle punture agide sir.,lcv,FKN00GL1184,Tumkur Road,High,,,,2024-03-19 06:07:43.63279+00,,1,FKUSR01026,FKUSR00001,,,,Yeshwanthpura,,FKKG000994,,,,FKUSR01026,2024-03-19 07:30:12.391401+00:00,,,,,,84.46969001666666,6,1,Medium,3,0,0,0,1783,206.0,0,0,0,0
FKID002209,unplanned,12.9255742,77.6174592,0.0,0.0,"Madiwala Underpass, Madiwala Junction, Madivala, Bengaluru, Karnataka. Pin-560068 (India)",,vehicle_breakdown,False,2024-02-29 05:11:39.990000+00:00,,closed,yes,2024-02-29 05:27:16.30372+00,,,sp road to ayyappa vehicle breckdown agiruttde sir. traffic slow moment eruttade,ksrtc_bus,FKN00GL1186,Hosur Road,High,,,,2024-02-29 05:15:49.287287+00,,1,FKUSR01027,FKUSR00001,,,,Madiwala,,FKKG000995,,,,FKUSR01027,2024-02-29 05:25:54.001746+00:00,,,,,,14.2335291,5,3,Low,2,0,0,0,1783,94.0,0,0,0,0
FKID002210,unplanned,12.9844596,77.6412874,0.0,0.0,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",,vehicle_breakdown,False,2024-02-29 04:53:58.067000+00:00,,closed,yes,2024-02-29 05:27:31.330583+00,,,engine starting problem,others,FKN00GL1187,Old Madras Road,High,,,,2024-02-29 04:54:53.498758+00,,1,FKUSR00420,FKUSR00001,,,,Jeevanbheemanagar,,FKKG000409,,,,FKUSR00420,2024-02-29 05:27:31.329734+00:00,,,,,,33.554378899999996,4,3,Medium,2,0,0,0,1783,64.0,0,0,0,0
FKID002213,unplanned,12.95566159,77.72065301,0.0,0.0,"HAL Airport Road, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)",,vehicle_breakdown,False,2024-02-29 05:29:36.525000+00:00,,closed,yes,2024-02-29 06:00:12.439089+00,,,bmtc bus breakdown at [location] towards [location] sir.,bmtc_bus,FKN00GL1189,Varthur Road,High,,,,2024-02-29 05:30:39.790707+00,,1,FKUSR00697,FKUSR00001,,,,Whitefield,,FKKG000681,,,,FKUSR00697,2024-02-29 06:00:12.438419+00:00,,,,,,30.59855698333333,5,3,Medium,2,0,0,0,1783,25.0,0,0,0,0
FKID002220,unplanned,12.9225247,77.6194594,0.0,0.0,"Hosur Road, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",,vehicle_breakdown,False,2024-02-29 05:35:54.578000+00:00,,closed,no,2024-02-29 06:35:24.782362+00,,,ಅಯ್ಯಪ್ಪ towards ಎಂಪಿಎಸ್ ಸಿದ್ದಾರ್ಥ ಕಾಲೋನಿ ಆರ್ಚ್ ಮುಂದೆ ತಮಿಳ್ ನಾಡು ಗೋರ್ಮೆಂಟ್ ಬಸ್ ಆಫ್ ರೋಡ ಆಗಿದ್ದು ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮೊಮೆಂಟ್ ಇರುತ್ತದೆ ಸರ್ ಬೇಗನೆ ರಿಮುವ್  ಮಾಡಿಸುತ್ತೇವ್ ಸರ್,bmtc_bus,FKN00GL1186,Hosur Road,High,,,,2024-02-29 05:39:18.498144+00,,1,FKUSR00098,FKUSR00001,,,,Madiwala,,FKKG000092,,,,FKUSR00098,2024-02-29 06:35:22.833819+00:00,,,,,,59.47093031666667,5,3,Medium,2,0,0,0,1783,94.0,0,0,0,0
FKID002221,unplanned,12.92108,77.5734531,0.0,0.0,"27th Cross Road, Brigade Software Park, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",,vehicle_breakdown,False,2024-02-29 06:25:19.712000+00:00,,closed,no,2024-02-29 06:53:45.075666+00,,,traffic movieing normal,bmtc_bus,FKN00GL1194,Non-corridor,Low,,,,2024-02-29 06:25:53.888956+00,,1,FKUSR01031,FKUSR01031,,,,Banashankari,,FKKG000999,,,,FKUSR01031,2024-02-29 06:53:45.075094+00:00,,,,,,28.422718233333335,6,3,Low,2,0,0,1,1783,882.0,0,0,0,0
FKID002222,unplanned,13.0141472,77.5704446,0.0,0.0,"CV Raman Road, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)",,vehicle_breakdown,False,2024-02-29 07:31:41.472000+00:00,,closed,yes,2024-02-29 08:17:43.463391+00,,,k08 towards sadashiva nagar ps middle traffic moment slow ide sir,bmtc_bus,FKN00GL1195,Non-corridor,Low,,,,2024-02-29 07:33:52.6981+00,,1,FKUSR00506,FKUSR00001,,,,Sadashivanagar,,FKKG000495,,,,FKUSR00506,2024-02-29 08:17:43.462759+00:00,,,,,,46.03317931666666,7,3,Medium,2,0,1,1,1783,882.0,0,0,0,0
FKID002223,unplanned,13.0288605,77.54001,0.0,0.0,"AH 47, RNS Shriniketan, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2024-03-19 10:41:29.927000+00:00,,closed,yes,2024-03-19 12:26:39.169567+00,,,starting problem,heavy_vehicle,FKN00GL1196,Tumkur Road,High,,,,2024-03-19 10:45:57.064203+00,,1,FKUSR00894,FKUSR00001,,,,Yeshwanthpura,,FKKG000873,,,,FKUSR00894,2024-03-19 12:26:39.169004+00:00,,,,,,105.15403339999999,10,1,High,3,0,1,0,1783,206.0,0,0,0,0
FKID002226,unplanned,12.9575137,77.5522652,0.0,0.0,"Mysore Road, PMM Compound, Old Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",,vehicle_breakdown,False,2024-03-19 19:23:09.958000+00:00,,closed,yes,2024-03-19 21:00:22.453249+00,,,ಬ್ರೇಕ್ ಸಮಸ್ಯೆ ಯಿಂದ ವಾಹನ ಕೆಟ್ಟು ನಿಂತಿದೆ ಸರ್,heavy_vehicle,FKN00GL1197,Mysore Road,High,,,,2024-03-19 19:25:48.319592+00,,1,FKUSR01033,FKUSR00001,,,,Chamarajpet,,FKKG001000,,,,FKUSR01033,2024-03-19 21:00:22.452723+00:00,,,,,,97.20824538333333,19,1,High,3,0,1,0,1783,289.0,0,0,0,0
FKID002227,unplanned,13.147734,77.6187076,0.0,0.0,"Bengaluru Bellary Road, Farah Seven, Sri Rajarajeshwari Nagar, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",,vehicle_breakdown,False,2024-02-29 08:22:56.451000+00:00,,closed,no,2024-02-29 08:58:12.654284+00,,,breakdown,others,FKN00GL1198,Bellary Road 2,High,,,,2024-02-29 08:24:13.877304+00,,1,FKUSR00917,FKUSR00001,,,,Chikkajala,,FKKG000896,,,,FKUSR00917,2024-02-29 08:58:12.653692+00:00,,,,,,35.270044866666666,8,3,Medium,2,0,1,0,1783,115.0,0,0,0,0
FKID002230,unplanned,12.9541423,77.5436141,0.0,0.0,"Mysore Road, Bengaluru Body Builders Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",,vehicle_breakdown,False,2024-02-29 09:15:54.118000+00:00,,closed,yes,2024-02-29 09:40:42.79574+00,,,whell lock,ksrtc_bus,FKN00GL1201,Mysore Road,High,,,,2024-02-29 09:16:59.333824+00,,1,FKUSR00168,FKUSR00001,,,,Byatarayanapura,,FKKG000162,,,,FKUSR00168,2024-02-29 09:40:40.974457+00:00,,,,,,24.78094095,9,3,Low,2,0,1,0,1783,289.0,0,0,0,0
FKID002232,unplanned,12.9480623,77.5985345,0.0,0.0,"12th Cross Road, Narayanpura, Wilson Garden, Bengaluru, Karnataka. Pin-560030 (India)",,vehicle_breakdown,False,2024-02-29 08:10:07.760000+00:00,,closed,yes,2024-02-29 09:54:05.177869+00,,,join cut ಆಗಿದೆ. slow moving traffic,bmtc_bus,FKN00GL1203,Non-corridor,Low,,,,2024-02-29 08:11:35.772859+00,,1,FKUSR00156,FKUSR00001,,,,Wilson Garden,,FKKG000150,,,,FKUSR00156,2024-02-29 09:54:05.177206+00:00,,,,,,103.95695343333334,8,3,High,2,0,1,1,1783,882.0,0,0,0,0
FKID002235,unplanned,13.01898142,77.65531138,0.0,0.0,"MBT Road, Peddanna Reddy Layout, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",,vehicle_breakdown,False,2024-03-19 19:42:05.882000+00:00,,closed,yes,2024-03-19 20:58:49.747036+00,,,lorry engine fan belt cut,heavy_vehicle,FKN00GL1205,ORR North 1,High,,,,2024-03-19 19:43:20.428412+00,,1,FKUSR00052,FKUSR00001,,,,Banaswadi,,FKKG000046,,,,FKUSR00052,2024-03-19 20:58:49.746420+00:00,,,,,,76.73107366666666,19,1,Medium,3,0,1,0,1783,72.0,0,0,0,0
FKID002236,unplanned,13.0360276,77.5892476,0.0,0.0,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",,vehicle_breakdown,False,2024-03-19 19:25:44.802000+00:00,,closed,yes,2024-03-19 19:51:42.640628+00,,,vehicle break down no traffic problem sir,private_bus,FKN00GL1206,Bellary Road 1,High,,,,2024-03-19 19:27:52.94305+00,,1,FKUSR01035,FKUSR00001,,,,Kodigehalli,,FKKG001002,,,,FKUSR01035,2024-03-19 19:51:42.640098+00:00,,,,,,25.963968299999998,19,1,Low,3,0,1,0,1783,194.0,0,0,0,0
FKID002238,unplanned,13.0289783,77.540115,0.0,0.0,"Outer Ring Road, RNS Shriniketan, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2024-02-29 10:36:49.731000+00:00,,closed,no,2024-02-29 11:23:58.62554+00,,,,heavy_vehicle,FKN00GL1208,Tumkur Road,High,,,,2024-02-29 10:38:20.815808+00,,1,FKUSR01026,FKUSR00001,,,,Yeshwanthpura,,FKKG000994,,,,FKUSR01026,2024-02-29 11:23:57.839051+00:00,,,,,,47.135134183333335,10,3,Medium,2,0,1,0,1783,206.0,0,0,0,0
FKID002241,unplanned,13.0251258,77.5852107,0.0,0.0,"Bellary Road, HGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",,accident,False,2024-02-29 20:08:23.924000+00:00,,closed,yes,2024-02-29 21:00:49.396122+00,,,h,,,Bellary Road 1,High,,,,2024-02-29 20:08:52.715798+00,,1,FKUSR01036,FKUSR00001,,,,Kodigehalli,,FKKG001003,,,,FKUSR01036,2024-02-29 21:00:49.395579+00:00,,,,,,52.424526316666665,20,3,Medium,2,0,1,0,87,194.0,0,0,0,0
